question,document,split
"Since the workshop is open source, am I allowed to reuse its materials in my own work?",d850a0e7ea,tuning
Are we allowed to share or reuse the workshop content for our own coursework or projects?,d850a0e7ea,tuning
Can I base my capstone project on the content from this workshop?,d850a0e7ea,holdout
Could you explain how to create evaluation queries from my dataset items for a RAG recommender project?,9b0e2d6a47,tuning
"For ranking problems with multiple acceptable results, why might NDCG be a better metric than hit rate?",9b0e2d6a47,tuning
How can I test a recommender-style RAG project when I don't have a clear set of correct questions and answers?,9b0e2d6a47,tuning
When should I use an LLM as a judge instead of relying on hit rate or similar metrics?,9b0e2d6a47,holdout
What are good ways to measure whether my retrieval system is working if the right item might not always be the first result?,9b0e2d6a47,holdout
How can I make the LLM return only valid JSON so I can load it without errors?,a3c7e1b4f9,tuning
Is there a way in OpenAI to force the response to come back as JSON instead of plain text?,a3c7e1b4f9,tuning
Why does my code break with a JSONDecodeError when I try to parse the model's response?,a3c7e1b4f9,tuning
What should I put in the prompt to make sure the model gives me exactly a JSON object with five questions?,a3c7e1b4f9,holdout
"If I'm using a different provider like Gemini or Groq, is there a similar setting for getting JSON output?",a3c7e1b4f9,holdout
Is it better to set these environment variables in my shell or through a .env file when starting Kestra?,c8ca21af33,tuning
Do I need to restart Kestra after setting new secret environment variables?,c8ca21af33,tuning
What’s the right way to base64-encode the API key so Kestra can read it correctly?,c8ca21af33,tuning
"When I use the secret in a flow, should I include the SECRET_ part in the name or not?",c8ca21af33,holdout
Why does Kestra still say my Gemini API key is invalid even though I exported SECRET_GEMINI_API_KEY?,c8ca21af33,holdout
"Does Logfire need a manually set base URL for EU tokens, or should the SDK figure that out itself?",46efd1088d,tuning
How can an existing shell environment variable interfere with the token loaded from my `.env` file?,46efd1088d,tuning
When would I need to set `LOGFIRE_BASE_URL` to `https://logfire-eu.pydantic.dev`?,46efd1088d,tuning
Why am I getting a 401 error when I use my EU Logfire token with `logfire.configure()`?,46efd1088d,holdout
What should I check if my `.env` token doesn’t seem to be the one my Logfire app is using?,46efd1088d,holdout
What should I check if my Notion API connection seems to fail because of permissions or authorization?,0dfba07ace,tuning
Why am I getting a 401 Unauthorized error when the notebook tries to call the Notion search API?,0dfba07ace,tuning
What steps should I take if the notebook says it doesn’t have secret access for the Notion API?,0dfba07ace,tuning
"Could an expired token cause the Notion API request to stop working, and how do I fix that?",0dfba07ace,holdout
How can I tell whether I’m using the right API endpoint and access settings for Notion?,0dfba07ace,holdout
Why is cosine similarity basically the same as matrix multiplication in this vector search setup?,95feb4e75b,tuning
How does normalizing embeddings make similarity search faster in practice?,95feb4e75b,tuning
What does it mean for vector similarity if both the documents and the query have unit length?,95feb4e75b,tuning
What happens to the role of vector magnitude when all embeddings are normalized before comparison?,95feb4e75b,holdout
Why can we use a simple dot product instead of computing cosine similarity separately when the embeddings are normalized?,95feb4e75b,holdout
"If I want to tune field weights, do I just guess and check, or is there a more reliable method?",87d4ea4e08,tuning
What’s the best way to decide how much weight to give different fields in minsearch or a similar search tool?,87d4ea4e08,tuning
What kind of dataset or examples should I use when evaluating different field weights?,87d4ea4e08,tuning
How can I test whether one set of search weights is better than another for my retrieval setup?,87d4ea4e08,holdout
Which retrieval metrics should I look at when comparing different weight settings?,87d4ea4e08,holdout
Should I use the YouTube playlist or the GitHub repo to follow along with the course materials?,31456f4b5f,tuning
"If I’m trying to find the latest lesson videos, where should I check first?",31456f4b5f,tuning
Is there a main place I should start if I want to watch the lesson recordings?,31456f4b5f,tuning
Where can I find the course lectures or video lessons for this class?,31456f4b5f,holdout
"Do the lesson pages include links to the videos somewhere, or do I need to look elsewhere?",31456f4b5f,holdout
Why can floating-point calculations change when the sums are done in a different order?,e889793af9,tuning
Is it a problem if my vector search results differ by a tiny amount between `X.dot(v)` and a for-loop?,e889793af9,tuning
What’s the reason the optimized matrix multiplication gives slightly different numbers than adding the products one by one?,e889793af9,tuning
Why don’t the dot-product scores from the NumPy version and the manual loop match exactly?,e889793af9,holdout
How should I check whether the two score calculations are actually equivalent if they aren’t exactly the same?,e889793af9,holdout
What could cause my numeric homework result to not match the listed options exactly?,5e4ca64cb5,tuning
"If my calculated homework value is a little different from the choices, should I still pick the nearest one?",5e4ca64cb5,tuning
When should I worry that my answer is too far from every multiple-choice option?,5e4ca64cb5,tuning
What should I check if none of the answer choices seem close to my result?,5e4ca64cb5,holdout
Could different dataset versions or filtering make my homework answer slightly off?,5e4ca64cb5,holdout
Do I need to make my GitHub repo public for the submission checker to access it?,bcdb8740ce,tuning
Should I submit the repository link with the .git part at the end or without it?,bcdb8740ce,tuning
Could a small typo in my repo URL cause the homework checker to fail even if the repo exists?,bcdb8740ce,tuning
Why is my homework link getting rejected with a 404 or 500 when the checker tries to open it?,bcdb8740ce,holdout
What’s a good way to test if my homework URL is accessible to the checker before I submit?,bcdb8740ce,holdout
"Why do I get a 404 when I try to use toyaikit with Groq, and what should I change to make it work?",0224d980b3,tuning
What runner and client should I use if I want to connect to Groq instead of the default OpenAI setup?,0224d980b3,tuning
"Why does Groq sometimes show an UnknownModelWarning about pricing data, and does that mean the request failed?",0224d980b3,tuning
When should I use runner.loop() versus runner.run() in toyaikit?,0224d980b3,holdout
"How can I set up toyaikit to work with Anthropic, and does it read the API key automatically?",0224d980b3,holdout
What does it mean if a relevant result moves from lower in the list to the top?,8a5ece0688,tuning
How can I tell whether my evaluation code is calculating Hit Rate and MRR correctly?,8a5ece0688,tuning
Why would reranking or changing embeddings help one metric but not the other?,8a5ece0688,tuning
How can the ranking score get better if the hit rate doesn’t change at all?,8a5ece0688,holdout
"If my Hit Rate and MRR come out exactly the same, what should I check first?",8a5ece0688,holdout
Is there a specific sentence-transformers version I need to upgrade to in order to suppress that model warning?,aa3f597424,tuning
"Why am I seeing a warning about sentence-transformers version 3.0.0 beta with this model, and how can I silence it?",aa3f597424,tuning
How do I get rid of the warning about the multi-qa-mpnet-base-dot-v1 model being made with an older sentence-transformers version?,aa3f597424,tuning
What should I install if I want to stop the sentence-transformers version warning from showing up?,aa3f597424,holdout
What command should I run to fix the warning related to multi-qa-mpnet-base-dot-v1 and sentence-transformers?,aa3f597424,holdout
Should the documentation be in English even when the project itself uses another language?,5ffe92bb02,tuning
"If my dataset is not in English, is that still allowed for the capstone?",5ffe92bb02,tuning
Do I need to write the README and setup instructions in English if my project uses a different language?,5ffe92bb02,tuning
Can I use data and app replies in another language for the capstone project?,5ffe92bb02,holdout
Is it okay for the project responses to be non-English as long as reviewers can still run it?,5ffe92bb02,holdout
"If I already split my documents, do I still pass the original documents into `index.fit()`?",b4300adeb1,tuning
"When setting up RAG, which dataset should the index use: the source documents or the chunked versions?",b4300adeb1,tuning
"For the Module 1 homework, is the index supposed to search over chunks so the prompt gets less context?",b4300adeb1,tuning
"In the homework, do I need to build the retriever from the chunked data instead of the full records?",b4300adeb1,holdout
Should I fit the search index on the original documents or on the split chunks?,b4300adeb1,holdout
"In this course, how should I understand the difference between a tool and a function?",c296ea5a21,tuning
Do I need to worry about whether the course calls it a tool or a function?,c296ea5a21,tuning
When does the model decide to call a tool in agentic RAG?,c296ea5a21,tuning
How is tool use in agentic RAG different from retrieval in basic RAG?,c296ea5a21,holdout
What kinds of tasks can a model use a tool or function for?,c296ea5a21,holdout
Does this table error mean I forgot to rename something from `employee_handbook` to `homework`?,0407213397,tuning
What should I check in my pipeline settings if the homework table still can’t be found?,0407213397,tuning
Why do I get a `FileNotFoundError` for `notion_pages___homework` when I try to open the table in `db.open_table(...)`?,0407213397,tuning
What is the likely cause if the pipeline still seems to be using `employee_handbook` instead of `homework`?,0407213397,holdout
How can I fix the issue where `notion_pages___homework` is reported as missing?,0407213397,holdout
Does taking part in the math-kaggle-llm-competition fulfill the capstone requirement?,e892d44e42,tuning
Can I use the competition entry as my capstone submission?,e892d44e42,tuning
Is the capstone supposed to be done individually even if the competition allows teams?,e892d44e42,tuning
Is the competition considered the same thing as the capstone project?,e892d44e42,holdout
"If I join the competition with a team, does that mean my capstone is also a team project?",e892d44e42,holdout
"If the Query API only gives me some of the spans at first, what’s the recommended next step?",8ede00dc4c,tuning
Why might the dlt pipeline only load part of a Logfire trace right after the agent finishes?,8ede00dc4c,tuning
What should I do before starting the ingestion pipeline so the full trace gets exported?,8ede00dc4c,tuning
How should I check token totals without assuming a fixed number of spans from the agent run?,8ede00dc4c,holdout
"For the trace comparison in Question 3, which token fields should match between the model-call spans and the top-level agent span?",8ede00dc4c,holdout
Can you tell me the upcoming offering period for this course?,bd31146b0e,tuning
Which season in 2027 will this course be available?,bd31146b0e,tuning
When is the next expected start time for the course?,bd31146b0e,tuning
What term is the course scheduled to run next?,bd31146b0e,holdout
In which semester or season will this class be offered again?,bd31146b0e,holdout
"Is the homework only on the course platform, or is it also in GitHub?",53f15299b6,tuning
What links should I use to access the 2026 Module 1 assignment files?,53f15299b6,tuning
"For Module 1, where should I look if I need the actual homework prompt and extra context?",53f15299b6,tuning
Where do I go to get the Module 1 homework materials and instructions?,53f15299b6,holdout
"If I want to download or read the homework details for this module, where are they posted?",53f15299b6,holdout
"Do I need to update the `SearchDeps`, instructions, or tool code when changing the provider?",dd53e420ef,tuning
What exact change should I make in `.env` when replacing the OpenAI setup with Gemini?,dd53e420ef,tuning
How do I switch the workshop agent from OpenAI to Gemini in `homework/agent.py`?,dd53e420ef,tuning
Which environment variable do I need to add for the Gemini API key?,dd53e420ef,holdout
What should the model name look like if I want to use Google Gemini in the agent file?,dd53e420ef,holdout
"If I switch away from OpenAI, will my tool-calling code need changes?",0d74a3616f,tuning
Do any non-OpenAI providers support function calling or tools besides Groq?,0d74a3616f,tuning
Are there local Ollama models that can work with tool or function calling?,0d74a3616f,tuning
Which free Groq models can I use if I need tool support in development?,0d74a3616f,holdout
Where can I read more about using tools with Groq models?,0d74a3616f,holdout
"For the ToyAIKit part of Module 1 homework, how do I pass the output token limit when creating the OpenAIClient?",cfb07a27d5,tuning
"In the Module 1 rag_helper.py homework, where do I add the token limit setting so the request goes through?",cfb07a27d5,tuning
"If I still get the error after lowering max_output_tokens, what settings in my .env file and OpenRouter account should I double-check?",cfb07a27d5,tuning
What should I change in my responses.create() call to avoid the OpenRouter 402 billing/quota error?,cfb07a27d5,holdout
Why would my OpenRouter request fail with a 402 error before the model even starts generating anything?,cfb07a27d5,holdout
How do embeddings turn text or other non-numeric data into numbers without losing the meaning?,69430a79a8,tuning
Why should similar pieces of non-numeric data end up with similar embedding values?,69430a79a8,tuning
Which related ideas are connected to embeddings besides the basic conversion into numbers?,69430a79a8,tuning
How do embeddings help with semantic similarity search or comparison?,69430a79a8,holdout
What is the point of having embeddings close together in numeric space?,69430a79a8,holdout
What is the registration form actually used for in the LLM Zoomcamp?,977bf7786c,tuning
Will my homework submissions be checked against a registration list before I can participate in the course?,977bf7786c,tuning
I signed up for the LLM Zoomcamp but haven’t gotten any confirmation yet. Should I be waiting for an email before I start?,977bf7786c,tuning
"Do I need to register officially before I can begin the course assignments, or can I just start on the homework right away?",977bf7786c,holdout
"If I filled out the interest form, does that mean I’m already accepted into the course?",977bf7786c,holdout
"Why does Docker say it can’t mount /tmp/kestra-wd, and how do I fix that?",dd8b4c9fda,tuning
How can I stop Docker Desktop from blocking the /tmp folder when I try to start Kestra?,dd8b4c9fda,tuning
"After I update Docker Desktop’s shared paths, what should I run again to bring Kestra up?",dd8b4c9fda,tuning
What should I change in Docker Desktop if I get an error saying the host path isn’t shared?,dd8b4c9fda,holdout
Where do I add a folder in Docker Desktop so a container can access it during startup?,dd8b4c9fda,holdout
Why does my Jupyter notebook keep crashing when I try to embed the ground-truth set?,b8f2d6a30c,tuning
Can I move the embedding part out of the notebook to avoid memory issues?,b8f2d6a30c,tuning
What can I do if my machine doesn't have enough RAM to load the embedding model in the notebook?,b8f2d6a30c,tuning
"Is there a smaller embedding model I can use instead of the default one, and will that affect my evaluation results?",b8f2d6a30c,holdout
How can I handle the ground-truth set in smaller pieces so I don't run out of memory?,b8f2d6a30c,holdout
"Do homework grades count toward the final certificate, or are they only for ranking?",cdc3b285e5,tuning
Can I ask for a personal extension if I can’t finish a homework on time?,cdc3b285e5,tuning
"If I miss a homework, does that hurt my chance of getting the course certificate?",cdc3b285e5,tuning
Are late homework submissions accepted once the submission form has been closed?,cdc3b285e5,holdout
"If I submit homework after the listed deadline but while the form is still open, will it still be accepted?",cdc3b285e5,holdout
How can I read environment variables like OPENAI_API_KEY from my code after setting them in .env?,233dabe430,tuning
What should I put inside my .env file for the model keys used in the course?,233dabe430,tuning
How do I keep my API keys out of GitHub when working on the project?,233dabe430,tuning
What’s the recommended way to load OpenAI or Groq keys in Python for this course?,233dabe430,holdout
Do I need to install anything special to use a .env file for API keys?,233dabe430,holdout
What do I need to install and run so my Jupyter notebook can read environment variables from .env?,86d99bbf21,tuning
Could this authentication issue happen if the environment variable name is written differently than OPENAI_API_KEY?,86d99bbf21,tuning
What should I check if my OpenAI key works outside the notebook but not inside Jupyter?,86d99bbf21,tuning
Why does my notebook say it can't find OPENAI_API_KEY even though I put it in my .env file?,86d99bbf21,holdout
At what point in the notebook should I load the .env file before creating the OpenAI client?,86d99bbf21,holdout
How do I choose a dataset or idea for my project?,e76a70cde3,tuning
Is there a page with suggested datasets I can use for the project?,e76a70cde3,tuning
Are there any guidelines or examples I can check before starting the project?,e76a70cde3,tuning
Where can I look for project ideas and datasets for the capstone?,e76a70cde3,holdout
Do you have any recommendations for finding a good topic for the capstone project?,e76a70cde3,holdout
What site should I use to follow deadlines and track what I’ve completed in LLM Zoomcamp?,20c5a1347e,tuning
Is there a specific platform for checking my progress in the LLM Zoomcamp?,20c5a1347e,tuning
How can I find the current cohort details and homework for this course?,20c5a1347e,tuning
"Is the course management page the place for syllabus info, homework, and progress updates?",20c5a1347e,holdout
Where do I go to see the LLM Zoomcamp course structure and keep up with assignments and due dates?,20c5a1347e,holdout
How can I find my entry on the leaderboard if I can’t recognize my assigned name?,c2903069a0,tuning
Where do I check what display name the course has for me?,c2903069a0,tuning
"If I don’t want a random name on my certificate, what part of my course profile do I need to update?",c2903069a0,tuning
"Why is there a field for an official name in the course profile, and when do I need to fill it in?",c2903069a0,holdout
What should I change in my profile if I want a nickname instead of my real name to show up?,c2903069a0,holdout
How should I evaluate a capstone project that uses structured data instead of documents?,6baab508b1,tuning
"Does the capstone have to be built around documents, or can it work with an existing database setup?",6baab508b1,tuning
Is it acceptable to base the capstone on table descriptions and records rather than PDFs or text files?,6baab508b1,tuning
"If my project uses structured records, do I still need to build a retrieval or query step in the pipeline?",6baab508b1,holdout
Can I use database tables or schema information instead of a document collection for the capstone project?,6baab508b1,holdout
Can I combine separate JSONL folders from different tools into one dlt pipeline?,671f72f4c4,tuning
How do I send logs from multiple directories into the same table with dlt?,671f72f4c4,tuning
What’s the right way to use dlt when I want to ingest Claude and Codex JSONL logs together?,671f72f4c4,tuning
"If I have agent logs in different folders, can I load them together without changing the pipeline?",671f72f4c4,holdout
Should I make one resource per log directory when loading several JSONL sources with dlt?,671f72f4c4,holdout
"If I realize I need to fix something before the deadline, what should I update in the submission form after pushing the change?",82207724ff,tuning
Is there a command I can run locally to show the 7-character commit ID for my current code?,82207724ff,tuning
How do I find the short commit hash on GitHub for the version of my project I need to submit?,82207724ff,tuning
"If I make another commit after I already filled out the submission form, will that new change be visible to the reviewers?",82207724ff,holdout
"When I submit the capstone project, should I enter the commit I want graded or the one that’s currently on my branch tip?",82207724ff,holdout
How is cosine similarity used when looking at document content in text analysis?,db78580409,tuning
Why is cosine similarity only defined for non-zero vectors?,db78580409,tuning
What does cosine similarity tell us when comparing two vectors?,db78580409,tuning
"What does it mean if two vectors have a cosine similarity of 1, 0, or -1?",db78580409,holdout
What kinds of vector values are usually compared with cosine similarity for documents?,db78580409,holdout
How do I switch my notebook to the repository’s virtual environment in GitHub Codespaces?,74486f4c87,tuning
"I installed a library in my Codespaces terminal, but my notebook still says it can’t find it. How can I check whether the notebook is using the same Python environment?",74486f4c87,tuning
What should I look at in the notebook to see which Python interpreter the kernel is actually running?,74486f4c87,tuning
"After changing the notebook kernel to the right environment, do I need to do anything else before importing the package again?",74486f4c87,holdout
"If a package shows up when I run `uv pip list` in Codespaces but still won’t import in Jupyter, what’s the next thing to try?",74486f4c87,holdout
How should I change my weather tool definition so Azure OpenAI stops complaining about a missing `tools[0].function` field?,b9c7c6bb34,tuning
I’m getting a 400 error about `tools[0].function` being missing in Azure OpenAI—what’s the fix?,b9c7c6bb34,tuning
What does the `get_weather_tool` JSON need to look like for the weather function to work correctly?,b9c7c6bb34,tuning
What exact changes are needed in the tool schema to avoid the invalid request error in Module 1's agentic RAG example?,b9c7c6bb34,holdout
Can you show the proper structure for the `get_weather` tool with the city parameter included?,b9c7c6bb34,holdout
"After I save model.onnx locally, will the script try to download it again?",29b69fbe0b,tuning
Is there a way to manually get model.onnx if the script can’t download it properly?,29b69fbe0b,tuning
Where exactly should I place the downloaded model.onnx file so the project can use it?,29b69fbe0b,tuning
Why might the model.onnx download get stuck at 0% in download.py?,29b69fbe0b,holdout
What should I do if the HuggingFace model download is hanging and never finishes?,29b69fbe0b,holdout
"For the 2026 cohort, where can I find the materials and homework details for Module 1?",7d3a2e3505,tuning
What should I include when I post my homework question so people can help me properly?,7d3a2e3505,tuning
"Does the homework usually use the exact same dataset as the lesson, or something different?",7d3a2e3505,tuning
"If I still can’t figure out the homework, how should I ask for help in Slack?",7d3a2e3505,holdout
Where should I look first if the homework instructions aren’t making sense to me?,7d3a2e3505,holdout
"If I set everything up locally, what tools do I need to install?",aa310de435,tuning
"Is Codespaces required, or is it just the simplest option for everyone?",aa310de435,tuning
Do I need to keep track of my local setup if I’m not using Codespaces?,aa310de435,tuning
Can I do the course on my own computer instead of using Codespaces?,aa310de435,holdout
"If I run the module on my laptop, do I need to make my environment reproducible?",aa310de435,holdout
What should I check first if my setup is stuck on requests v2.28 even though I need v2.32.3 for lancedb?,4b30b918bc,tuning
"If I’m seeing the wrong requests version installed, what exact pip command should I run to get v2.32.3?",4b30b918bc,tuning
How can I make pip install the newer requests version directly from the source if my environment keeps getting an older one?,4b30b918bc,tuning
"Could a 401 error mean the API key itself is wrong, or is it more likely a permissions issue?",4b30b918bc,holdout
What does a 401 Client Error usually mean when trying to use a key during installation or access?,4b30b918bc,holdout
Do I still need to commit my work in Codespaces even though it saves files automatically?,610ccb23c0,tuning
Where exactly is the code saved when I edit it in Codespaces?,610ccb23c0,tuning
"If I'm working in GitHub Codespaces, is my code only stored there or also somewhere else?",610ccb23c0,tuning
"What could happen to my changes if a Codespace gets stopped, disconnected, or deleted before I commit?",610ccb23c0,holdout
Why is it important to push or commit my work regularly while using Codespaces?,610ccb23c0,holdout
"If I want to follow LLM Zoomcamp updates, which Telegram channel should I join?",054f3fd58f,tuning
Where can I find the LLM Zoomcamp Telegram group?,054f3fd58f,tuning
"Is there a Telegram channel for the course, and what is it used for?",054f3fd58f,tuning
What’s the Telegram link for the LLM Zoomcamp channel?,054f3fd58f,holdout
Should I use Telegram or Slack for course announcements and questions?,054f3fd58f,holdout
Can I use a hosted OCR service instead of running OCR on my own machine?,d8b28c47a0,tuning
"If my PDFs are just images with no text layer, what OCR option should I use?",d8b28c47a0,tuning
What tools would you recommend for pulling text out of PDFs or scanned documents for a RAG project?,d8b28c47a0,tuning
How do I decide which document extraction tool is best for my dataset?,d8b28c47a0,holdout
Is there a preferred library in the course for converting documents into Markdown or JSON for RAG?,d8b28c47a0,holdout
How should I create the client and load the Gemini key in my Python code?,0ae5c221b9,tuning
What do I need to set up before I can call Gemini from the notebook using the OpenAI-compatible API?,0ae5c221b9,tuning
Which Gemini model name do I pass into the request when using this setup?,0ae5c221b9,tuning
What parts of the notebook are most likely to break when switching to the OpenAI-compatible Gemini endpoint?,0ae5c221b9,holdout
Why does the notebook code need to be changed if I use chat completions instead of the newer Responses format?,0ae5c221b9,holdout
What path should I open to read the agent-evaluation lesson and its code?,4de1cb9a3f,tuning
Where can I find the files for the agent evaluation lesson in the course repo?,4de1cb9a3f,tuning
Which folder has the code used in the agent-evaluation section?,4de1cb9a3f,tuning
"Is there a separate lesson markdown for agent evaluation, and if so, where is it?",4de1cb9a3f,holdout
Can you point me to the location of the agent-evaluation notebook or code examples?,4de1cb9a3f,holdout
How much data should I use for the capstone project so it can be evaluated properly?,f0439b5faf,tuning
Is there a minimum amount of data expected if I'm building a retrieval or agent workflow for the capstone?,f0439b5faf,tuning
Do I need a certain number of records or documents for the capstone project?,f0439b5faf,tuning
Will my capstone be judged based on dataset size or on the evaluation rubric?,f0439b5faf,holdout
What should I consider when choosing the size of the dataset for my capstone project?,f0439b5faf,holdout
How do I compute the 75% percentile from a pandas column?,b4c8ac5a0c,tuning
"In pandas, how do I find the percentile value for a numeric column?",b4c8ac5a0c,tuning
How can I calculate a column’s 75th percentile in pandas?,b4c8ac5a0c,tuning
What’s the pandas code to get the 0.75 quantile for a Series or DataFrame column?,b4c8ac5a0c,holdout
"If I want the quantile of a DataFrame column, what method should I use?",b4c8ac5a0c,holdout
"Do I have to use Kestra after Module 3, or can I switch to another orchestrator for the rest of the course?",cce328db64,tuning
Why does the course specifically use Kestra in Module 3 instead of another scheduling tool?,cce328db64,tuning
"For the capstone, is it okay if I build the ingestion pipeline with Airflow, Prefect, Dagster, or just plain Python?",cce328db64,tuning
"Can I use a different AI provider with Kestra flows, or am I limited to one service?",cce328db64,holdout
"If I don’t use an orchestrator in my project, can I still get full credit for the ingestion pipeline part?",cce328db64,holdout
How can I find out which projects I need to review and what the review deadline is?,eae0fb50aa,tuning
"After the project deadline passes, how are review assignments given out to students?",eae0fb50aa,tuning
"Is there a separate deadline for peer reviewing, and how do I see it after assignments are posted?",eae0fb50aa,tuning
"Once submissions are closed, where on the course site do I see my assigned peer reviews?",eae0fb50aa,holdout
"When do the peer-review tasks show up after project submissions end, and where do I check them?",eae0fb50aa,holdout
What should I add to the WSL config file to increase the RAM limit?,f3dd94f323,tuning
How can I check inside WSL whether the new memory limit is actually being used?,f3dd94f323,tuning
Where do I put the settings file if I want to change the amount of memory WSL2 uses on Windows?,f3dd94f323,tuning
How can I give WSL2 more RAM so it can handle a model that needs more memory?,f3dd94f323,holdout
"After changing the WSL2 memory setting, do I need to restart anything for it to take effect?",f3dd94f323,holdout
Is there a fix for the Ollama connection refused issue when working on the homework?,c6fc2d4d11,tuning
Do I need to run the cell with ollama serve again after stopping and restarting it?,c6fc2d4d11,tuning
How can I restart the Ollama server in the notebook if the model stops responding?,c6fc2d4d11,tuning
What command should I use to bring the Ollama server back up during the assignment?,c6fc2d4d11,holdout
What should I do if I get a connection refused error while prompting Ollama in the RAG homework?,c6fc2d4d11,holdout
Is it okay if I implement an existing project idea on my own for the capstone?,4179bc68b6,tuning
Are there any restrictions on reusing course datasets when choosing a capstone project?,4179bc68b6,tuning
"Do I have to come up with a brand-new idea for the capstone, or can I build on something that already exists?",4179bc68b6,tuning
Can I use a dataset that was shown in the lectures or homework for my capstone project?,4179bc68b6,holdout
"If I already have a project concept, do I need to make it fully original before starting the capstone?",4179bc68b6,holdout
What makes the embeddings in the homework different from the ones used in the lesson when it comes to normalization?,92cd22cada,tuning
"If the embeddings from the model are already unit-length, does that mean dot product and cosine similarity are the same thing?",92cd22cada,tuning
"Why did the lesson use a plain dot product for similarity, but the homework asks us to normalize the vectors first?",92cd22cada,tuning
"With TF-IDF plus SVD embeddings, can I still use dot product as cosine similarity without any extra steps?",92cd22cada,holdout
Do I need to manually normalize classic embeddings before comparing them with cosine similarity?,92cd22cada,holdout
"I'm getting a psycopg2 OperationalError that says it can't translate the host name ""postgres"" when I run `python prep.py`. What should I change to fix it?",4b65d5542d,tuning
"My setup throws an error about not being able to resolve the `postgres` host. Which environment variable needs to be changed, and to what value?",4b65d5542d,tuning
"While running the preparation script, I see a host resolution error for PostgreSQL. What should the `POSTGRES_HOST` setting be set to?",4b65d5542d,tuning
`python prep.py` crashes with a database connection error mentioning `postgres` as an unknown host. What edit should I make in the `.env` file?,4b65d5542d,holdout
"When I execute `prep.py`, PostgreSQL fails because the host `postgres` isn't found. How can I update the config so it works locally?",4b65d5542d,holdout
Do homework points actually matter for anything besides practice?,9f689c185f,tuning
"If I skip some homework, can I still earn the course certificate?",9f689c185f,tuning
"Are homework assignments required, or are they just optional practice?",9f689c185f,tuning
Is the Capstone project required if I want the certificate?,9f689c185f,holdout
Do I have to complete every homework assignment to get certified?,9f689c185f,holdout
Where in the response object do I check for token usage if my client follows an OpenAI-style API?,fe8fed31e6,tuning
"Can I use tiktoken or cl100k_base to estimate tokens for Gemini, Mistral, Hugging Face, or Groq models?",fe8fed31e6,tuning
What should I do if my model provider doesn’t give me any token usage information in the response?,fe8fed31e6,tuning
"For the Module 1 multiple-choice homework, how am I supposed to handle token count questions if I’m not sure about the exact number?",fe8fed31e6,holdout
How should I find the token count for the current Module 1 homework when I’m using a provider other than OpenAI?,fe8fed31e6,holdout
"If my first project submission doesn’t pass, can I fix it and send it again later?",d5fc98925d,tuning
"If I choose to submit two projects just for practice, can they be based on the same dataset and problem?",d5fc98925d,tuning
What happens if I miss the first submission deadline for the project?,d5fc98925d,tuning
"Do I have to turn in more than one capstone project, or is one enough?",d5fc98925d,holdout
Does the project submission still count if I don’t review three classmates’ projects?,d5fc98925d,holdout
Where should I look for the stream link before an office hours session starts?,489dd1c9d9,tuning
"Is the Zoom link shared with students, or only with the teaching staff?",489dd1c9d9,tuning
How do students join the live office hours or workshop sessions if they don't get the Zoom link directly?,489dd1c9d9,tuning
"If I'm watching the live session, what's the best place to send my questions so they don't get missed?",489dd1c9d9,holdout
"Can I just ask questions in the chat during the live stream, or is there another tool I should use?",489dd1c9d9,holdout
What should I do after upgrading OpenTelemetry before running the ConsoleSpanExporter example again?,702399225b,tuning
What should I upgrade first if my Module 5 OpenTelemetry code crashes with a recursion error on Python 3.14?,702399225b,tuning
"When I get to the SQLite part of the homework, what methods need to be included in the SQLiteSpanExporter?",702399225b,tuning
"If I can’t upgrade OpenTelemetry, which Python version should I use instead for the homework?",702399225b,holdout
How can I check which versions of opentelemetry-api and opentelemetry-sdk my project is using?,702399225b,holdout
"Is it expensive to use the OpenAI API in the course assignments, or is the cost usually very small?",554d0eb78b,tuning
About how much money do I need to load onto the OpenAI API to start using it for this course?,554d0eb78b,tuning
"Do I need to budget a lot for OpenAI API usage in this course, or is it only a few cents?",554d0eb78b,tuning
What’s the minimum amount I can top up my OpenAI API account with?,554d0eb78b,holdout
Roughly how much does it cost at the beginning when using the OpenAI API for the course?,554d0eb78b,holdout
Why is Kestra needed if I can already run my code in a notebook?,193612db63,tuning
What problems in a real AI workflow does an orchestrator help with?,193612db63,tuning
What kinds of things can Kestra AI plugins work with besides one specific provider?,193612db63,tuning
Can I switch between AI providers in a Kestra flow without rewriting the rest of it?,193612db63,holdout
"How does this module use Kestra to teach AI Copilot, RAG, and AI agents?",193612db63,holdout
Can I get learning in public credit if I share my progress on Bluesky?,dbf5369006,tuning
Is posting on Bluesky accepted for earning learning in public credits?,dbf5369006,tuning
Can I count my Bluesky posts toward learning in public credits?,dbf5369006,tuning
Would my Bluesky activity be valid for learning in public credits?,dbf5369006,holdout
Do Bluesky updates qualify for the learning in public requirement?,dbf5369006,holdout
"What should I do if OpenAI returns an ""Insufficient credits"" error during a `responses.create` request?",f5df151c59,tuning
"Why do I get an ""Insufficient credits"" error when I run `responses.create` with OpenAI?",f5df151c59,tuning
Is there a specific account issue that can cause `responses.create` to fail with an insufficient credits message?,f5df151c59,tuning
What does the OpenAI API error about insufficient credits usually mean?,f5df151c59,holdout
I keep seeing an OpenAI credits error when using `responses.create`; what should I check?,f5df151c59,holdout
Can I browse examples of projects students submitted in previous LLM Zoomcamp cohorts?,930286278d,tuning
